datetime,time,mean-pr,mean-pet,mean-apwl,mean-st,mean-rech,date
2019-02-01,1548979200000,35.424418926239014,107.17291666666667,151.60742006169426,0.0010132818460772178,0.0,02-2019
2019-03-01,1551398400000,31.855963706970215,156.31319444444446,494.57363509668244,3.348438917732352e-17,0.0,03-2019
2019-04-01,1554076800000,40.95007538795471,165.5,619.1235597087277,7.820237318619156e-27,0.0,04-2019
2019-05-01,1556668800000,12.574399501085281,230.46562500000002,837.0147852076425,7.219140297685461e-40,0.0,05-2019
2019-06-01,1559347200000,2.1922847628593445,198.71875,1033.5412504447831,5.834577059342194e-56,0.0,06-2019
2019-07-01,1561939200000,0.7064289040863514,211.15520833333335,1243.9900298740301,2.4695433610743147e-75,0.0,07-2019
2019-08-01,1564617600000,0.0,197.78645833333334,1441.7764882073634,8.953423395053829e-98,0.0,08-2019
2019-09-01,1567296000000,6.153149753808975,150.671875,1586.2952134535544,1.9044061574961655e-122,0.0,09-2019
2019-10-01,1569888000000,33.514092206954956,130.07083333333335,1682.8519545799327,1.3043510995089164e-148,0.0,10-2019
2019-11-01,1572566400000,38.0558717250824,74.6875,1719.4835828548503,2.538075933607486e-175,0.0,11-2019
2019-12-01,1575158400000,93.24583125114441,65.6328125,0.9226687822548162,26.36648589968681,1.2465328514575944,12-2019
